,work,date
23951,Tosca,1998-10-15
23952,Samson et Dalila,1998-10-16
23953,Carmen,1998-10-17
23954,Lohengrin,1998-10-17
23955,Samson et Dalila,1998-10-19
23956,Carmen,1998-10-20
23957,Aida,1998-10-21
23958,Lohengrin,1998-10-22
23959,Carmen,1998-10-23
23960,Samson et Dalila,1998-10-24
23961,Aida,1998-10-24
23962,Carmen,1998-10-26
23963,Aida,1998-10-27
23964,Tosca,1998-10-28
23965,Le Nozze di Figaro,1998-10-29
23966,Carmen,1998-10-30
23967,Aida,1998-10-31
23968,Tosca,1998-10-31
23969,Aida,1998-11-02
23970,Le Nozze di Figaro,1998-11-03
23971,Tosca,1998-11-04
23972,Carmen,1998-11-05
23973,Aida,1998-11-06
23974,Tosca,1998-11-07
23975,Le Nozze di Figaro,1998-11-07
23976,La Bohème,1998-11-09
23977,Aida,1998-11-10
23978,Le Nozze di Figaro,1998-11-11
23979,Tosca,1998-11-12
23980,Aida,1998-11-13
23981,Le Nozze di Figaro,1998-11-14
23982,La Bohème,1998-11-14
23983,The MET Orchestra,1998-11-15
23984,Tosca,1998-11-16
23985,Aida,1998-11-17
23986,Le Nozze di Figaro,1998-11-18
23987,La Bohème,1998-11-19
23988,Tosca,1998-11-20
23989,La Bohème,1998-11-21
23990,Le Nozze di Figaro,1998-11-21
23991,Pavarotti Gala,1998-11-22
23992,La Traviata,1998-11-23
23993,Le Nozze di Figaro,1998-11-24
23994,La Bohème,1998-11-25
23995,La Traviata,1998-11-27
23996,La Bohème,1998-11-28
23997,Le Nozze di Figaro,1998-11-28
23998,La Traviata,1998-11-30
23999,Le Nozze di Figaro,1998-12-01
24000,Carmen,1998-12-02
24001,La Bohème,1998-12-03
24002,La Traviata,1998-12-04
24003,Le Nozze di Figaro,1998-12-05
24004,Carmen,1998-12-05
24005,The MET Chamber Ensemble,1998-12-06
24006,Lucia di Lammermoor,1998-12-07
24007,Carmen,1998-12-08
24008,La Traviata,1998-12-09
24009,Le Nozze di Figaro,1998-12-10
24010,Lucia di Lammermoor,1998-12-11
24011,Carmen,1998-12-12
24012,La Traviata,1998-12-12
24013,Die Zauberflöte,1998-12-14
24014,Lucia di Lammermoor,1998-12-15
24015,La Traviata,1998-12-16
24016,Die Zauberflöte,1998-12-17
24017,Lucia di Lammermoor,1998-12-18
24018,La Traviata,1998-12-19
24019,Die Zauberflöte,1998-12-19
24020,Lucia di Lammermoor,1998-12-21
24021,La Traviata,1998-12-22
24022,Die Zauberflöte,1998-12-23
24023,Die Fledermaus,1998-12-24
24024,Die Zauberflöte,1998-12-26
24025,La Traviata,1998-12-26
24026,Die Fledermaus,1998-12-28
24027,Die Zauberflöte,1998-12-29
24028,La Traviata,1998-12-30
24029,Die Fledermaus,1998-12-31
24030,Die Zauberflöte,1999-01-01
24031,Die Fledermaus,1999-01-02
24032,Kát'a Kabanová,1999-01-02
24033,La Traviata,1999-01-04
24034,Kát'a Kabanová,1999-01-05
24035,Die Fledermaus,1999-01-06
24036,La Traviata,1999-01-07
24037,Lucia di Lammermoor,1999-01-08
24038,Kát'a Kabanová,1999-01-09
24039,Die Fledermaus,1999-01-09
24040,Werther,1999-01-11
24041,Lucia di Lammermoor,1999-01-12
24042,Kát'a Kabanová,1999-01-13
24043,Die Fledermaus,1999-01-14
24044,Werther,1999-01-15
24045,Lucia di Lammermoor,1999-01-16
24046,Kát'a Kabanová,1999-01-16
24047,Gala Performance,1999-01-17
24048,La Bohème,1999-01-18
24049,Werther,1999-01-19
24050,Lucia di Lammermoor,1999-01-20
24051,Kát'a Kabanová,1999-01-21
24052,La Bohème,1999-01-22
24053,Werther,1999-01-23
24054,Lucia di Lammermoor,1999-01-23
24055,Simon Boccanegra,1999-01-25
24056,La Bohème,1999-01-26
24057,Werther,1999-01-27
24058,Lucia di Lammermoor,1999-01-28
24059,Simon Boccanegra,1999-01-29
24060,La Bohème,1999-01-30
24061,Werther,1999-01-30
24062,Simon Boccanegra,1999-02-01
24063,La Bohème,1999-02-02
24064,Aida,1999-02-03
24065,Werther,1999-02-04
24066,La Bohème,1999-02-05
24067,Simon Boccanegra,1999-02-06
24068,Aida,1999-02-06
24069,Moses und Aron,1999-02-08
24070,Simon Boccanegra,1999-02-09
24071,Aida,1999-02-10
24072,Moses und Aron,1999-02-11
24073,Il Trovatore,1999-02-12
24074,Aida,1999-02-13
24075,Simon Boccanegra,1999-02-13
24076,Il Trovatore,1999-02-15
24077,La Bohème,1999-02-16
24078,Moses und Aron,1999-02-17
24079,Il Trovatore,1999-02-18
24080,Elektra,1999-02-19
24081,Moses und Aron,1999-02-20
24082,La Bohème,1999-02-20
24083,Elektra,1999-02-22
24084,Moses und Aron,1999-02-23
24085,Il Trovatore,1999-02-24
24086,La Bohème,1999-02-25
24087,Moses und Aron,1999-02-26
24088,Elektra,1999-02-27
24089,Il Trovatore,1999-02-27
24090,The MET Chamber Ensemble,1999-02-28
24091,Khovanshchina,1999-03-01
24092,La Bohème,1999-03-02
24093,Il Trovatore,1999-03-03
24094,Elektra,1999-03-04
24095,Khovanshchina,1999-03-05
24096,Il Trovatore,1999-03-06
24097,La Bohème,1999-03-06
24098,Rigoletto,1999-03-08
24099,Khovanshchina,1999-03-09
24100,Il Trovatore,1999-03-10
24101,La Bohème,1999-03-11
24102,Rigoletto,1999-03-12
24103,Khovanshchina,1999-03-13
24104,Il Trovatore,1999-03-13
24105,Rigoletto,1999-03-15
24106,Tosca,1999-03-16
24107,Khovanshchina,1999-03-17
24108,The Queen of Spades,1999-03-18
24109,Rigoletto,1999-03-19
24110,Tosca,1999-03-20
24111,Khovanshchina,1999-03-20
24112,The Queen of Spades,1999-03-22
24113,Rigoletto,1999-03-23
24114,Aida,1999-03-24
24115,Tosca,1999-03-25
24116,The Queen of Spades,1999-03-26
24117,Rigoletto,1999-03-27
24118,Aida,1999-03-27
24119,The Queen of Spades,1999-03-29
24120,Rigoletto,1999-03-30
24121,Susannah,1999-03-31
24122,Aida,1999-04-01
24123,Rigoletto,1999-04-02
24124,Susannah,1999-04-03
24125,The Queen of Spades,1999-04-03
24126,Rigoletto,1999-04-05
24127,Susannah,1999-04-06
24128,The Queen of Spades,1999-04-07
24129,Rigoletto,1999-04-08
24130,Susannah,1999-04-09
24131,The Queen of Spades,1999-04-10
24132,Giulio Cesare,1999-04-10
24133,National Council Grand Finals Concert,1999-04-11
24134,Rigoletto,1999-04-12
24135,Susannah,1999-04-13
24136,Giulio Cesare,1999-04-14
24137,The Queen of Spades,1999-04-15
24138,Susannah,1999-04-16
24139,Giulio Cesare,1999-04-17
24140,Wozzeck,1999-04-17
24141,Aida,1999-04-19
24142,Wozzeck,1999-04-20
24143,Giulio Cesare,1999-04-21
24144,Susannah,1999-04-22
24145,Aida,1999-04-23
24146,Wozzeck,1999-04-24
24147,Giulio Cesare,1999-04-24
24148,The MET Orchestra,1999-04-25
24149,The MET Orchestra,1999-04-30
24150,The MET Orchestra,1999-05-02
24151,The MET Orchestra,1999-05-13
24152,The MET Orchestra,1999-05-14
24153,The MET Orchestra,1999-05-15
24154,The MET Orchestra,1999-05-16
24155,The MET Orchestra,1999-05-19
24156,The MET Orchestra,1999-05-20
24157,The MET Orchestra,1999-05-22
24158,The MET Orchestra,1999-05-23
24159,The MET Orchestra,1999-05-24
24160,The MET Orchestra,1999-05-25
24161,The MET Orchestra,1999-05-27
24162,The MET Orchestra,1999-05-28
24163,La Bohème,1999-06-08
24164,Lucia di Lammermoor,1999-06-09
24165,La Bohème,1999-06-11
24166,Lucia di Lammermoor,1999-06-12
24167,Lucia di Lammermoor,1999-06-15
24168,La Bohème,1999-06-16
24169,Lucia di Lammermoor,1999-06-18
24170,La Bohème,1999-06-19
24171,Lucia di Lammermoor,1999-06-22
24172,La Bohème,1999-06-23
24173,Lucia di Lammermoor,1999-06-25
24174,La Bohème,1999-06-26
24175,Cavalleria Rusticana,1999-09-27
24176,Moses und Aron,1999-09-28
24177,Lucia di Lammermoor,1999-09-29
24178,Cavalleria Rusticana,1999-09-30
24179,Moses und Aron,1999-10-01
24180,Lucia di Lammermoor,1999-10-02
24181,Otello,1999-10-02
24182,Cavalleria Rusticana,1999-10-04
24183,Lucia di Lammermoor,1999-10-05
24184,Otello,1999-10-06
24185,Moses und Aron,1999-10-07
24186,Aida,1999-10-08
24187,Otello,1999-10-09
24188,Lucia di Lammermoor,1999-10-09
24189,The MET Chamber Ensemble,1999-10-10
24190,Aida,1999-10-11
24191,Otello,1999-10-12
24192,Lucia di Lammermoor,1999-10-13
24193,Tosca,1999-10-14
24194,Aida,1999-10-15
24195,Lucia di Lammermoor,1999-10-16
24196,Cavalleria Rusticana,1999-10-16
24197,Tosca,1999-10-18
24198,Cavalleria Rusticana,1999-10-19
24199,Aida,1999-10-20
24200,Le Nozze di Figaro,1999-10-21
24201,Tosca,1999-10-22
24202,Cavalleria Rusticana,1999-10-23
24203,Aida,1999-10-23
24204,Le Nozze di Figaro,1999-10-25
24205,Aida,1999-10-26
24206,Tosca,1999-10-27
24207,Cavalleria Rusticana,1999-10-28
24208,Le Nozze di Figaro,1999-10-29
24209,Aida,1999-10-30
24210,Tosca,1999-10-30
24211,Cavalleria Rusticana,1999-11-01
24212,Tosca,1999-11-02
24213,Le Nozze di Figaro,1999-11-03
24214,Aida,1999-11-04
24215,Mefistofele,1999-11-05
24216,Le Nozze di Figaro,1999-11-06
24217,Tosca,1999-11-06
24218,The MET Orchestra,1999-11-07
24219,Aida,1999-11-08
24220,Mefistofele,1999-11-09
24221,Le Nozze di Figaro,1999-11-10
24222,Tosca,1999-11-11
24223,Mefistofele,1999-11-12
24224,Aida,1999-11-13
24225,Le Nozze di Figaro,1999-11-13
24226,Tosca,1999-11-15
24227,Aida,1999-11-16
24228,Mefistofele,1999-11-17
24229,Otello,1999-11-18
24230,Tosca,1999-11-19
24231,Aida,1999-11-20
24232,Mefistofele,1999-11-20
24233,Tristan und Isolde,1999-11-22
24234,Otello,1999-11-23
24235,Mefistofele,1999-11-24
24236,Tristan und Isolde,1999-11-26
24237,Mefistofele,1999-11-27
24238,Otello,1999-11-27
24239,Tristan und Isolde,1999-11-29
24240,L'Elisir d'Amore,1999-11-30
24241,Mefistofele,1999-12-01
24242,Otello,1999-12-02
24243,Tristan und Isolde,1999-12-03
24244,Mefistofele,1999-12-04
24245,L'Elisir d'Amore,1999-12-04
24246,The MET Orchestra,1999-12-05
24247,Tristan und Isolde,1999-12-06
24248,Le Nozze di Figaro,1999-12-07
24249,Lucia di Lammermoor,1999-12-08
24250,L'Elisir d'Amore,1999-12-09
24251,Le Nozze di Figaro,1999-12-10
24252,Lucia di Lammermoor,1999-12-11
24253,Tristan und Isolde,1999-12-11
24254,L'Elisir d'Amore,1999-12-13
24255,Tristan und Isolde,1999-12-14
24256,Lucia di Lammermoor,1999-12-15
24257,Le Nozze di Figaro,1999-12-16
24258,L'Elisir d'Amore,1999-12-17
24259,Tristan und Isolde,1999-12-18
24260,Lucia di Lammermoor,1999-12-18
24261,The Great Gatsby,1999-12-20
24262,Le Nozze di Figaro,1999-12-21
24263,L'Elisir d'Amore,1999-12-22
24264,The Great Gatsby,1999-12-23
24265,Rigoletto,1999-12-24
24266,Le Nozze di Figaro,1999-12-25
24267,Rigoletto,1999-12-27
24268,Tosca,1999-12-28
24269,The Great Gatsby,1999-12-29
24270,Rigoletto,1999-12-30
24271,"Millennium Gala: Die Fledermaus, Act II",1999-12-31
24272,The Great Gatsby,2000-01-01
24273,Tosca,2000-01-01
24274,Rigoletto,2000-01-03
24275,The Great Gatsby,2000-01-04
24276,Tosca,2000-01-05
24277,Madama Butterfly,2000-01-06
24278,The Great Gatsby,2000-01-07
24279,Tosca,2000-01-08
24280,Rigoletto,2000-01-08
24281,Madama Butterfly,2000-01-10
24282,Rigoletto,2000-01-11
24283,The Great Gatsby,2000-01-12
24284,La Traviata,2000-01-13
24285,Madama Butterfly,2000-01-14
24286,Rigoletto,2000-01-15
24287,The Great Gatsby,2000-01-15
24288,La Traviata,2000-01-17
24289,Madama Butterfly,2000-01-18
24290,Cavalleria Rusticana,2000-01-19
24291,Der Rosenkavalier,2000-01-20
24292,La Traviata,2000-01-21
24293,Cavalleria Rusticana,2000-01-22
24294,Madama Butterfly,2000-01-22
24295,The MET Chamber Ensemble,2000-01-23
24296,Der Rosenkavalier,2000-01-24
24297,La Traviata,2000-01-25
24298,Cavalleria Rusticana,2000-01-26
24299,Les Contes d'Hoffmann,2000-01-27
24300,La Traviata,2000-01-28
24301,Der Rosenkavalier,2000-01-29
24302,Madama Butterfly,2000-01-29
24303,Les Contes d'Hoffmann,2000-01-31
24304,Der Rosenkavalier,2000-02-01
24305,La Traviata,2000-02-02
24306,Die Walküre,2000-02-03
24307,Les Contes d'Hoffmann,2000-02-04
24308,La Traviata,2000-02-05
24309,Der Rosenkavalier,2000-02-05
24310,Die Walküre,2000-02-07
24311,Les Contes d'Hoffmann,2000-02-08
24312,La Traviata,2000-02-09
24313,Der Rosenkavalier,2000-02-10
24314,Madama Butterfly,2000-02-11
24315,Les Contes d'Hoffmann,2000-02-12
24316,La Traviata,2000-02-12
24317,Percussionists of the MET Orchestra,2000-02-13
24318,Madama Butterfly,2000-02-14
24319,Les Contes d'Hoffmann,2000-02-15
24320,Mefistofele,2000-02-16
24321,The Merry Widow,2000-02-17
24322,Madama Butterfly,2000-02-18
24323,Mefistofele,2000-02-19
24324,Les Contes d'Hoffmann,2000-02-19
24325,The Merry Widow,2000-02-21
24326,Mefistofele,2000-02-22
24327,Madama Butterfly,2000-02-23
24328,La Cenerentola,2000-02-24
24329,The Merry Widow,2000-02-25
24330,Madama Butterfly,2000-02-26
24331,Mefistofele,2000-02-26
24332,The Merry Widow,2000-02-28
24333,La Cenerentola,2000-02-29
24334,Madama Butterfly,2000-03-01
24335,La Traviata,2000-03-02
24336,La Cenerentola,2000-03-03
24337,The Merry Widow,2000-03-04
24338,Madama Butterfly,2000-03-04
24339,National Council Grand Finals Concert,2000-03-05
24340,La Traviata,2000-03-06
24341,The Merry Widow,2000-03-07
24342,La Cenerentola,2000-03-08
24343,Lady Macbeth of Mtsensk,2000-03-09
24344,The Merry Widow,2000-03-10
24345,La Cenerentola,2000-03-11
24346,La Traviata,2000-03-11
24347,Il Barbiere di Siviglia,2000-03-13
24348,Lady Macbeth of Mtsensk,2000-03-14
24349,La Cenerentola,2000-03-15
24350,The Merry Widow,2000-03-16
24351,Il Barbiere di Siviglia,2000-03-17
24352,Lady Macbeth of Mtsensk,2000-03-18
24353,The Merry Widow,2000-03-18
24354,Il Barbiere di Siviglia,2000-03-20
24355,Lady Macbeth of Mtsensk,2000-03-21
24356,Das Rheingold,2000-03-22
24357,Il Barbiere di Siviglia,2000-03-23
24358,La Bohème,2000-03-24
24359,Das Rheingold,2000-03-25
24360,Lady Macbeth of Mtsensk,2000-03-25
24361,Il Barbiere di Siviglia,2000-03-27
24362,Die Walküre,2000-03-28
24363,La Bohème,2000-03-29
24364,Lady Macbeth of Mtsensk,2000-03-30
24365,Il Barbiere di Siviglia,2000-03-31
24366,Die Walküre,2000-04-01
24367,La Bohème,2000-04-01
24368,The MET Chamber Ensemble,2000-04-02
24369,Pelléas et Mélisande,2000-04-03
24370,Il Barbiere di Siviglia,2000-04-04
24371,La Bohème,2000-04-05
24372,Rigoletto,2000-04-06
24373,Il Barbiere di Siviglia,2000-04-07
24374,Pelléas et Mélisande,2000-04-08
24375,La Bohème,2000-04-08
24376,Rigoletto,2000-04-10
24377,La Bohème,2000-04-11
24378,Il Barbiere di Siviglia,2000-04-12
24379,Pelléas et Mélisande,2000-04-13
24380,Rigoletto,2000-04-14
24381,Siegfried,2000-04-15
24382,La Bohème,2000-04-15
24383,Pelléas et Mélisande,2000-04-17
24384,Rigoletto,2000-04-18
24385,La Bohème,2000-04-19
24386,Pelléas et Mélisande,2000-04-20
24387,Rigoletto,2000-04-21
24388,Götterdämmerung,2000-04-22
24389,La Bohème,2000-04-22
24390,Das Rheingold,2000-04-24
24391,Die Walküre,2000-04-25
24392,La Bohème,2000-04-26
24393,Siegfried,2000-04-27
24394,Giulio Cesare,2000-04-28
24395,La Bohème,2000-04-29
24396,Götterdämmerung,2000-04-29
24397,Das Rheingold,2000-05-01
24398,Die Walküre,2000-05-02
24399,Giulio Cesare,2000-05-03
24400,Siegfried,2000-05-04
24401,La Bohème,2000-05-05
24402,Giulio Cesare,2000-05-06
24403,Götterdämmerung,2000-05-06
24404,The MET Orchestra,2000-05-10
24405,Millennium Celebration,2000-05-11
24406,The MET Orchestra,2000-05-13
24407,"The MET Orchestra
Bluebeard's Castle",2000-05-19
24408,"The MET Orchestra
Bluebeard's Castle",2000-05-21
24409,Rigoletto,2000-06-13
24410,Madama Butterfly,2000-06-14
24411,Rigoletto,2000-06-16
24412,Madama Butterfly,2000-06-17
24413,Madama Butterfly,2000-06-20
24414,Rigoletto,2000-06-21
24415,Madama Butterfly,2000-06-23
24416,Rigoletto,2000-06-24
24417,Madama Butterfly,2000-06-27
24418,Rigoletto,2000-06-28
24419,Madama Butterfly,2000-06-30
24420,Rigoletto,2000-07-01
24421,Don Giovanni,2000-09-25
24422,Samson et Dalila,2000-09-26
24423,Pelléas et Mélisande,2000-09-27
24424,Don Giovanni,2000-09-28
24425,Samson et Dalila,2000-09-29
24426,Turandot,2000-09-30
24427,Pelléas et Mélisande,2000-09-30
24428,Don Giovanni,2000-10-02
24429,Samson et Dalila,2000-10-03
24430,Turandot,2000-10-04
24431,Pelléas et Mélisande,2000-10-05
24432,Don Giovanni,2000-10-06
24433,Turandot,2000-10-07
24434,Samson et Dalila,2000-10-07
24435,The MET Chamber Ensemble,2000-10-08
24436,Don Giovanni,2000-10-09
24437,Pelléas et Mélisande,2000-10-10
24438,Samson et Dalila,2000-10-11
24439,Turandot,2000-10-12
24440,Fidelio,2000-10-13
24441,Samson et Dalila,2000-10-14
24442,Don Giovanni,2000-10-14
24443,Turandot,2000-10-16
24444,Fidelio,2000-10-17
24445,Don Giovanni,2000-10-18
24446,Samson et Dalila,2000-10-19
24447,Turandot,2000-10-20
24448,Don Giovanni,2000-10-21
24449,Fidelio,2000-10-21
24450,Carmen,2000-10-23
24451,Turandot,2000-10-24
24452,Fidelio,2000-10-25
24453,Carmen,2000-10-26
24454,Turandot,2000-10-27
24455,Fidelio,2000-10-28
24456,La Bohème,2000-10-28
24457,Pension Fund Gala,2000-10-29
24458,Turandot,2000-10-30
24459,Carmen,2000-10-31
24460,La Bohème,2000-11-01
24461,Fidelio,2000-11-02
24462,Turandot,2000-11-03
24463,La Bohème,2000-11-04
24464,Carmen,2000-11-04
24465,Die Zauberflöte,2000-11-06
24466,La Bohème,2000-11-07
24467,Carmen,2000-11-08
24468,Turandot,2000-11-09
24469,La Bohème,2000-11-10
24470,Carmen,2000-11-11
24471,Die Zauberflöte,2000-11-11
24472,Turandot,2000-11-13
24473,La Bohème,2000-11-14
24474,Die Zauberflöte,2000-11-15
24475,Der Rosenkavalier,2000-11-16
24476,Turandot,2000-11-17
24477,La Bohème,2000-11-18
24478,Die Zauberflöte,2000-11-18
24479,Der Rosenkavalier,2000-11-20
24480,Turandot,2000-11-21
24481,Die Zauberflöte,2000-11-22
24482,Der Fliegende Holländer,2000-11-24
24483,Turandot,2000-11-25
24484,Der Rosenkavalier,2000-11-25
24485,Die Zauberflöte,2000-11-27
24486,Der Fliegende Holländer,2000-11-28
24487,Der Rosenkavalier,2000-11-29
24488,La Bohème,2000-11-30
24489,Der Fliegende Holländer,2000-12-01
24490,Der Rosenkavalier,2000-12-02
24491,La Bohème,2000-12-02
24492,The MET Orchestra,2000-12-03
24493,Der Fliegende Holländer,2000-12-04
24494,La Bohème,2000-12-05
24495,Der Rosenkavalier,2000-12-06
24496,Il Trovatore,2000-12-07
24497,Der Fliegende Holländer,2000-12-08
24498,Der Rosenkavalier,2000-12-09
24499,La Bohème,2000-12-09
24500,Il Trovatore,2000-12-11
24501,La Traviata,2000-12-12
24502,Der Fliegende Holländer,2000-12-13
24503,Der Rosenkavalier,2000-12-14
24504,Il Trovatore,2000-12-15
24505,Der Fliegende Holländer,2000-12-16
24506,La Traviata,2000-12-16
24507,The Merry Widow,2000-12-18
24508,La Traviata,2000-12-19
24509,Der Fliegende Holländer,2000-12-20
24510,Il Trovatore,2000-12-21
24511,Fidelio,2000-12-22
24512,The Merry Widow,2000-12-23
24513,La Traviata,2000-12-23
24514,Il Trovatore,2000-12-26
24515,Fidelio,2000-12-27
24516,The Merry Widow,2000-12-28
24517,Il Trovatore,2000-12-29
24518,La Traviata,2000-12-30
24519,Fidelio,2000-12-30
24520,The Merry Widow,2000-12-31
24521,Il Trovatore,2001-01-02
24522,Fidelio,2001-01-03
24523,La Traviata,2001-01-04
24524,The Merry Widow,2001-01-05
24525,Fidelio,2001-01-06
24526,Il Trovatore,2001-01-06
24527,Doktor Faust,2001-01-08
24528,Il Trovatore,2001-01-09
24529,The Merry Widow,2001-01-10
24530,Fidelio,2001-01-11
24531,Doktor Faust,2001-01-12
24532,Il Trovatore,2001-01-13
24533,The Merry Widow,2001-01-13
24534,Aida,2001-01-15
24535,Doktor Faust,2001-01-16
24536,Carmen,2001-01-17
24537,The Merry Widow,2001-01-18
24538,Aida,2001-01-19
24539,Doktor Faust,2001-01-20
24540,Carmen,2001-01-20
24541,Plácido Domingo 60th Birthday Concert,2001-01-21
24542,Un Ballo in Maschera,2001-01-22
24543,Aida,2001-01-23
24544,Carmen,2001-01-24
24545,Doktor Faust,2001-01-25
24546,Un Ballo in Maschera,2001-01-26
24547,Aida,2001-01-27
24548,Carmen,2001-01-27
24549,The MET Chamber Ensemble,2001-01-28
24550,Doktor Faust,2001-01-29
24551,Aida,2001-01-30
24552,Carmen,2001-01-31
24553,Un Ballo in Maschera,2001-02-01
24554,L'Italiana in Algeri,2001-02-02
24555,Carmen,2001-02-03
24556,Aida,2001-02-03
24557,L'Italiana in Algeri,2001-02-05
24558,La Traviata,2001-02-06
24559,Un Ballo in Maschera,2001-02-07
24560,L'Italiana in Algeri,2001-02-08
24561,La Traviata,2001-02-09
24562,Un Ballo in Maschera,2001-02-10
24563,Manon,2001-02-10
24564,La Traviata,2001-02-12
24565,Manon,2001-02-13
24566,L'Italiana in Algeri,2001-02-14
24567,La Traviata,2001-02-15
24568,Manon,2001-02-16
24569,L'Italiana in Algeri,2001-02-17
24570,Così Fan Tutte,2001-02-17
24571,Manon,2001-02-19
24572,Così Fan Tutte,2001-02-20
24573,L'Italiana in Algeri,2001-02-21
24574,Manon,2001-02-22
24575,La Traviata,2001-02-23
24576,Così Fan Tutte,2001-02-24
24577,L'Italiana in Algeri,2001-02-24
24578,Manon,2001-02-26
24579,La Traviata,2001-02-27
24580,Così Fan Tutte,2001-02-28
24581,L'Italiana in Algeri,2001-03-01
24582,La Traviata,2001-03-02
24583,Manon,2001-03-03
24584,Così Fan Tutte,2001-03-03
24585,La Traviata,2001-03-05
24586,Die Zauberflöte,2001-03-06
24587,Così Fan Tutte,2001-03-07
24588,Nabucco,2001-03-08
24589,La Bohème,2001-03-09
24590,Die Zauberflöte,2001-03-10
24591,Così Fan Tutte,2001-03-10
24592,The MET Orchestra,2001-03-11
24593,Nabucco,2001-03-12
24594,La Bohème,2001-03-13
24595,Die Zauberflöte,2001-03-14
24596,Così Fan Tutte,2001-03-15
24597,Nabucco,2001-03-16
24598,La Bohème,2001-03-17
24599,Die Zauberflöte,2001-03-17
24600,Members of the MET Chamber Ensemble,2001-03-18
24601,The Gambler,2001-03-19
24602,Nabucco,2001-03-20
24603,La Bohème,2001-03-21
24604,Il Trovatore,2001-03-22
24605,The Gambler,2001-03-23
24606,Nabucco,2001-03-24
24607,La Bohème,2001-03-24
24608,The MET Chamber Ensemble,2001-03-25
24609,Il Trovatore,2001-03-26
24610,The Gambler,2001-03-27
24611,Nabucco,2001-03-28
24612,Parsifal,2001-03-29
24613,Il Trovatore,2001-03-30
24614,The Gambler,2001-03-31
24615,Nabucco,2001-03-31
24616,National Council Grand Finals Concert,2001-04-01
24617,Parsifal,2001-04-02
24618,Nabucco,2001-04-03
24619,The Gambler,2001-04-04
24620,Il Trovatore,2001-04-05
24621,Nabucco,2001-04-06
